,location,total_sqft,bath,price,bhk
4670,Kalena Agrahara,1425.0,2.0,70.0,3.0
4671,Kalena Agrahara,1325.0,2.0,76.0,2.0
4672,Kalena Agrahara,1450.0,2.0,85.0,3.0
4673,Kalena Agrahara,1765.0,3.0,125.0,3.0
4674,Kalena Agrahara,980.0,2.0,40.0,2.0
4675,Kalena Agrahara,1187.0,2.0,52.0,2.0
4676,Kalena Agrahara,800.0,2.0,30.0,2.0
4677,Kalena Agrahara,1270.0,2.0,100.0,2.0
4678,Kalena Agrahara,1565.0,3.0,78.0,3.0
4679,Kalena Agrahara,610.0,1.0,39.0,1.0
4680,Kalena Agrahara,1120.0,2.0,40.0,2.0
4681,Kalena Agrahara,1040.0,2.0,45.0,2.0
4682,Kalena Agrahara,1450.0,3.0,100.0,3.0
4683,Kalena Agrahara,1200.0,2.0,45.0,2.0
4684,Kalena Agrahara,1000.0,2.0,33.0,2.0
4685,Kalena Agrahara,1902.0,3.0,89.0,3.0
4686,Kalena Agrahara,980.0,2.0,35.0,2.0
4687,Kalena Agrahara,800.0,2.0,40.0,2.0
4688,Kalena Agrahara,1222.0,2.0,48.0,2.0
4689,Kalena Agrahara,900.0,2.0,40.0,2.0
4690,Kalena Agrahara,1804.0,3.0,155.0,3.0
4691,Kalena Agrahara,1837.0,2.0,95.0,3.0
4692,Kalena Agrahara,1180.0,2.0,85.0,2.0
4693,Kalena Agrahara,1510.0,3.0,78.0,3.0
4694,Kalena Agrahara,1354.0,2.0,70.0,2.0
4695,Kalena Agrahara,1200.0,3.0,70.0,2.0
4696,Kalena Agrahara,1354.0,2.0,71.0,2.0
4697,Kalyan nagar,1290.0,2.0,110.0,2.0
4698,Kalyan nagar,1375.0,3.0,75.0,3.0
4699,Kalyan nagar,820.0,2.0,39.0,2.0
4700,Kalyan nagar,3800.0,5.0,300.0,4.0
4701,Kalyan nagar,1640.0,3.0,88.0,3.0
4703,Kalyan nagar,1080.0,2.0,73.0,2.0
4704,Kalyan nagar,2422.0,3.0,150.0,4.0
4705,Kalyan nagar,1280.0,2.0,48.0,2.0
4707,Kalyan nagar,1198.0,2.0,65.0,2.0
4708,Kalyan nagar,1250.0,2.0,65.0,2.0
4709,Kalyan nagar,1190.0,2.0,60.0,2.0
4710,Kalyan nagar,1086.0,2.0,44.5,2.0
4711,Kalyan nagar,2285.0,4.0,165.0,3.0
4712,Kalyan nagar,1100.0,2.0,70.0,2.0
4713,Kalyan nagar,8840.0,2.0,300.0,2.0
4714,Kambipura,883.0,2.0,45.0,2.0
4715,Kambipura,1082.0,2.0,57.5,3.0
4716,Kambipura,1082.0,2.0,56.0,3.0
4717,Kambipura,883.0,2.0,45.0,2.0
4719,Kambipura,883.0,2.0,39.0,2.0
4720,Kambipura,883.0,2.0,45.0,2.0
4721,Kambipura,883.0,2.0,39.0,2.0
4722,Kambipura,1082.0,2.0,55.0,3.0
4724,Kambipura,883.0,2.0,37.0,2.0
4725,Kambipura,883.0,2.0,44.0,2.0
4726,Kambipura,883.0,2.0,37.0,2.0
4729,Kambipura,883.0,2.0,39.0,2.0
4730,Kambipura,883.0,2.0,37.01,2.0
4731,Kambipura,883.0,2.0,39.0,2.0
4732,Kambipura,883.0,2.0,45.0,2.0
4733,Kambipura,883.0,2.0,49.0,2.0
4734,Kambipura,883.0,2.0,39.0,2.0
4735,Kambipura,1082.0,2.0,55.0,3.0
4736,Kambipura,883.0,2.0,49.0,2.0
4737,Kammanahalli,2845.0,5.0,140.0,5.0
4738,Kammanahalli,1666.0,4.0,150.0,5.0
4739,Kammanahalli,1160.0,2.0,52.0,2.0
4740,Kammanahalli,700.0,1.0,59.0,1.0
4741,Kammanahalli,1200.0,2.0,80.0,2.0
4742,Kammanahalli,1100.0,2.0,60.0,2.0
4743,Kammanahalli,1200.0,1.0,81.0,2.0
4744,Kammanahalli,2900.0,4.0,200.0,4.0
4745,Kammanahalli,1600.0,4.0,200.0,4.0
4746,Kammanahalli,1200.0,3.0,80.0,2.0
4747,Kammasandra,1595.0,3.0,65.0,3.0
4748,Kammasandra,810.0,2.0,24.5,2.0
4749,Kammasandra,674.0,2.0,33.0,2.0
4750,Kammasandra,982.5,1.0,18.41,1.0
4751,Kammasandra,674.0,2.0,29.0,2.0
4752,Kammasandra,912.0,2.0,39.0,3.0
4753,Kammasandra,1156.0,2.0,32.0,2.0
4754,Kammasandra,870.0,2.0,24.0,2.0
4755,Kammasandra,1200.0,2.0,66.0,2.0
4756,Kammasandra,1018.0,2.0,23.45,2.0
4757,Kammasandra,990.0,2.0,31.5,2.0
4759,Kammasandra,930.0,2.0,25.0,2.0
4760,Kammasandra,992.0,2.0,25.79,2.0
4761,Kammasandra,1030.0,1.0,25.75,2.0
4763,Kammasandra,1015.0,2.0,37.0,2.0
4765,Kammasandra,1080.0,2.0,31.99,2.0
4766,Kammasandra,1415.0,2.0,60.0,2.0
4767,Kammasandra,1200.0,6.0,60.0,4.0
4768,Kammasandra,1057.0,2.0,35.0,2.0
4769,Kammasandra,982.0,2.0,25.53,2.0
4770,Kammasandra,1500.0,3.0,65.0,3.0
4771,Kammasandra,985.0,2.0,40.5,2.0
4772,Kammasandra,940.0,2.0,35.0,2.0
4774,Kammasandra,610.0,1.0,18.5,1.0
4775,Kanakapura,1419.0,3.0,75.0,3.0
4776,Kanakapura,711.0,1.0,36.0,1.0
4777,Kanakapura,711.0,1.0,38.0,1.0
4778,Kanakapura,929.0,2.0,46.0,2.0
4779,Kanakapura,1090.0,2.0,32.69,2.0
4780,Kanakapura,551.0,1.0,30.0,1.0
4781,Kanakapura,1020.0,2.0,42.83,2.0
4782,Kanakapura,1699.0,3.0,97.0,3.0
4784,Kanakapura,1130.0,2.0,45.2,2.0
4785,Kanakapura,1476.0,3.0,75.0,3.0
4787,Kanakapura,1295.0,2.0,64.0,2.0
4788,Kanakapura,1160.0,2.0,46.39,2.0
4789,Kanakapura,1277.0,2.0,55.0,2.0
4790,Kanakapura,1151.0,2.0,59.0,2.0
4791,Kanakapura,1110.0,2.0,38.85,2.0
4792,Kanakapura,1938.0,3.0,113.0,3.0
4793,Kanakapura,945.0,2.0,47.0,2.0
4794,Kanakapura,1190.0,2.0,39.0,2.0
4795,Kanakapura,1254.0,2.0,70.0,3.0
4796,Kanakapura,2200.0,3.0,121.0,3.0
4797,Kanakapura,1340.0,2.0,65.0,2.0
4799,Kanakapura,1450.0,3.0,75.0,3.0
4801,Kanakapura,1130.0,2.0,45.2,2.0
4802,Kanakapura,1090.0,2.0,38.15,2.0
4803,Kanakapura,1283.0,2.0,68.0,2.0
4804,Kanakapura,2130.0,4.0,120.0,4.0
4806,Kanakapura,1120.0,2.0,39.2,2.0
4807,Kanakapura,1017.0,2.0,66.0,2.0
4809,Kanakapura,938.0,1.0,50.0,1.0
4811,Kanakapura,1181.0,1.0,35.475,1.0
4812,Kanakapura,1938.0,3.0,113.0,3.0
4813,Kanakapura,1090.0,2.0,38.15,2.0
4814,Kanakapura,1489.0,2.0,70.0,3.0
4815,Kanakapura,1477.0,2.0,69.5,3.0
4817,Kanakpura Road,1330.74,2.0,91.79,2.0
4819,Kanakpura Road,1665.0,3.0,88.0,3.0
4820,Kanakpura Road,950.0,2.0,57.0,2.0
4823,Kanakpura Road,525.0,1.0,26.0,1.0
4825,Kanakpura Road,525.0,2,21.53,1.0
4829,Kanakpura Road,525.0,1.0,27.25,1.0
4830,Kanakpura Road,1100.0,2.0,58.0,3.0
4831,Kanakpura Road,525.0,1.0,30.0,1.0
4833,Kanakpura Road,1339.0,2.0,75.0,2.0
4834,Kanakpura Road,1100.0,3.0,58.0,3.0
4835,Kanakpura Road,525.0,1.0,26.0,1.0
4837,Kanakpura Road,1843.0,3.0,95.84,3.0
4838,Kanakpura Road,1290.0,2.0,74.0,2.0
4840,Kanakpura Road,1665.0,3.0,86.58,3.0
4843,Kanakpura Road,1542.0,2.0,85.0,3.0
4844,Kanakpura Road,1300.0,2.0,69.0,3.0
4850,Kanakpura Road,1495.0,2.0,90.0,2.0
4853,Kanakpura Road,1560.0,3.0,92.0,3.0
4855,Kanakpura Road,3500.0,6.0,225.0,4.0
4856,Kanakpura Road,1296.0,2.0,89.0,2.0
4857,Kanakpura Road,1420.0,2.0,75.0,3.0
4859,Kanakpura Road,1673.0,3.0,115.0,3.0
4860,Kanakpura Road,1160.0,1.0,36.29,1.0
4871,Kanakpura Road,1843.0,3.0,95.84,3.0
4872,Kanakpura Road,1500.0,3.0,97.0,3.0
4873,Kanakpura Road,1230.0,2.0,85.0,2.0
4876,Kanakpura Road,1366.0,3.0,76.85,2.0
4878,Kanakpura Road,525.0,1.0,25.0,1.0
4880,Kanakpura Road,2265.0,3.0,136.0,3.0
4884,Kanakpura Road,1296.0,2.0,89.06,2.0
4887,Kanakpura Road,2200.0,3.0,130.0,3.0
4888,Kanakpura Road,525.0,1.0,30.0,1.0
4890,Kanakpura Road,1051.0,2.0,56.74,2.0
4891,Kanakpura Road,525.0,1.0,30.0,1.0
4894,Kanakpura Road,1591.0,3.0,115.0,3.0
4895,Kanakpura Road,1299.0,2.0,85.0,2.0
4899,Kanakpura Road,1300.0,3.0,69.0,3.0
4900,Kanakpura Road,700.0,2.0,40.0,2.0
4902,Kanakpura Road,648.5,1.0,19.695,1.0
4903,Kanakpura Road,1700.0,3.0,88.0,3.0
4905,Kanakpura Road,1591.0,3.0,120.0,3.0
4907,Kanakpura Road,1207.0,2.0,79.9,2.0
4909,Kanakpura Road,2775.0,3.0,165.0,4.0
4910,Kanakpura Road,1900.0,3.0,99.0,3.0
4911,Kanakpura Road,1290.0,2.0,80.0,2.0
4917,Kanakpura Road,1868.0,3.0,113.0,3.0
4919,Kanakpura Road,1366.0,2.0,83.0,2.0
4920,Kanakpura Road,700.0,2.0,40.0,2.0
4922,Kanakpura Road,1339.0,2.0,71.5,2.0
4924,Kanakpura Road,670.0,1.0,35.0,1.0
4926,Kanakpura Road,1300.0,2.0,89.76,2.0
4929,Kanakpura Road,2100.0,3.0,140.0,3.0
4934,Kanakpura Road,525.0,1.0,30.0,1.0
4937,Kanakpura Road,1498.0,3.0,95.0,3.0
4938,Kanakpura Road,525.0,2,27.0,1.0
4939,Kanakpura Road,1665.0,3.0,86.91,3.0
4941,Kanakpura Road,1665.0,3.0,86.58,3.0
4942,Kanakpura Road,712.0,1.0,38.44,1.0
4946,Kanakpura Road,1507.0,2.0,95.0,3.0
4950,Kanakpura Road,1339.0,2.0,85.0,2.0
4951,Kanakpura Road,1900.0,3.0,125.0,3.0
4952,Kanakpura Road,525.0,1.0,27.0,1.0
4953,Kanakpura Road,1593.0,3.0,118.0,3.0
4954,Kanakpura Road,525.0,1.0,27.5,1.0
4955,Kanakpura Road,1591.0,3.0,122.0,3.0
4956,Kanakpura Road,1691.2,3.0,115.0,3.0
4959,Kanakpura Road,1296.0,2.0,89.0,2.0
4960,Kanakpura Road,525.0,1.0,26.25,1.0
4961,Kanakpura Road,381.0,1.0,28.0,1.0
4962,Kanakpura Road,1603.0,3.0,113.0,3.0
4964,Kanakpura Road,525.0,1.0,26.0,1.0
4965,Kanakpura Road,1050.0,2.0,59.0,3.0
4966,Kanakpura Road,1703.0,3.0,130.0,3.0
4967,Kanakpura Road,1600.0,3.0,90.0,3.0
4968,Kanakpura Road,525.0,2,29.25,1.0
4971,Kanakpura Road,1328.0,2.0,91.06,2.0
4973,Kanakpura Road,1204.0,2.0,82.0,2.0
4976,Kanakpura Road,1703.0,3.0,130.0,3.0
4977,Kanakpura Road,1100.0,3.0,56.57,3.0
4978,Kanakpura Road,2254.0,3.0,170.0,3.0
4981,Kanakpura Road,1700.0,3.0,120.0,3.0
4982,Kanakpura Road,1843.0,3.0,96.2,3.0
4987,Kanakpura Road,1240.0,2.0,65.0,2.0
4990,Kanakpura Road,381.0,1.0,28.0,1.0
4993,Kanakpura Road,700.0,2.0,41.0,2.0
4997,Kanakpura Road,700.0,1.0,41.0,2.0
4999,Kanakpura Road,1703.0,3.0,126.0,3.0
5001,Kanakpura Road,1100.0,3.0,58.0,3.0
5002,Kanakpura Road,1140.0,2.0,65.0,2.0
5004,Kanakpura Road,700.0,2.0,40.0,2.0
5007,Kanakpura Road,525.0,1.0,26.01,1.0
5012,Kanakpura Road,1322.0,2.0,70.0,2.0
5013,Kanakpura Road,1698.0,2.0,105.0,2.0
5015,Kanakpura Road,1300.0,3.0,69.0,3.0
5016,Kanakpura Road,648.5,1.0,33.66,1.0
5017,Kanakpura Road,1300.0,3.0,69.0,3.0
5019,Kanakpura Road,1167.0,2.0,63.0,2.0
5023,Kanakpura Road,1300.0,3.0,69.0,3.0
5029,Kanakpura Road,1430.0,2.0,78.0,2.0
5031,Kanakpura Road,2546.0,3.0,170.0,3.0
5034,Kanakpura Road,525.0,2,27.0,1.0
5036,Kanakpura Road,1100.0,3.0,58.0,3.0
5043,Kanakpura Road,1300.0,2.0,69.0,3.0
5044,Kanakpura Road,2000.0,3.0,105.0,3.0
5047,Kanakpura Road,1843.0,3.0,95.0,3.0
5051,Kanakpura Road,1299.0,2.0,89.63,2.0
5052,Kanakpura Road,850.0,1.0,37.32,1.0
5056,Kanakpura Road,525.0,1.0,30.0,1.0
5057,Kanakpura Road,1938.0,3.0,105.0,3.0
5058,Kanakpura Road,1843.0,3.0,96.2,3.0
5059,Kanakpura Road,525.0,1.0,26.0,1.0
5064,Kanakpura Road,1622.0,3.0,95.0,3.0
5066,Kanakpura Road,1596.0,3.0,118.0,3.0
5070,Kannamangala,957.0,2.0,58.0,2.0
5071,Kannamangala,957.0,2.0,56.0,2.0
5073,Kannamangala,3000.0,4.0,200.0,4.0
5074,Kannamangala,1536.0,3.0,89.0,3.0
5075,Kannamangala,1262.0,2.0,55.0,2.0
5077,Kannamangala,1574.0,3.0,93.34,3.0
5078,Kannamangala,957.0,2.0,52.5,2.0
5079,Kannamangala,1536.0,3.0,104.0,3.0
5080,Kannamangala,957.0,2.0,54.5,2.0
5081,Kannamangala,1865.0,3.0,139.0,3.0
5083,Kannamangala,957.0,2.0,55.0,2.0
5084,Kannamangala,1536.0,3.0,107.0,3.0
5085,Kannamangala,1814.0,3.0,129.0,3.0
5086,Kannamangala,957.0,2.0,56.0,2.0
5088,Karuna Nagar,1200.0,2.0,34.0,3.0
5089,Karuna Nagar,1163.0,3.0,180.0,3.0
5090,Karuna Nagar,2500.0,3.0,180.0,3.0
5091,Karuna Nagar,1240.0,3.0,165.0,3.0
5092,Karuna Nagar,2500.0,3.0,190.0,3.0
5093,Karuna Nagar,1962.0,3.0,175.0,3.0
5094,Karuna Nagar,1057.0,2.0,65.0,2.0
5095,Karuna Nagar,1300.0,3.0,170.0,3.0
5096,Karuna Nagar,1354.0,2.0,98.0,3.0
5097,Karuna Nagar,1945.0,3.0,115.0,3.0
5098,Karuna Nagar,1960.0,3.0,165.0,3.0
5099,Kasavanhalli,1060.0,2.0,58.06,2.0
5100,Kasavanhalli,1563.05,3.0,105.0,3.0
5101,Kasavanhalli,1717.0,3.0,99.0,3.0
5103,Kasavanhalli,3260.0,4.0,240.0,4.0
5105,Kasavanhalli,1349.0,2.0,78.0,2.0
5106,Kasavanhalli,1121.0,2.0,78.0,2.0
5108,Kasavanhalli,1100.0,2.0,50.0,2.0
5110,Kasavanhalli,1200.0,2.0,78.0,2.0
5112,Kasavanhalli,1870.0,3.0,200.0,3.0
5114,Kasavanhalli,1476.0,3.0,89.0,3.0
5116,Kasavanhalli,1200.0,2.0,50.0,2.0
5117,Kasavanhalli,1719.0,3.0,116.0,3.0
5118,Kasavanhalli,1115.0,2.0,50.0,2.0
5119,Kasavanhalli,1125.0,2.0,61.2,2.0
5120,Kasavanhalli,2170.0,3.0,151.0,3.0
5123,Kasavanhalli,1476.0,3.0,95.0,3.0
5124,Kasavanhalli,1200.0,2.0,50.3,2.0
5126,Kasavanhalli,1787.0,3.0,123.0,3.0
5127,Kasavanhalli,1090.0,2.0,59.8,2.0
5128,Kasavanhalli,1691.0,3.0,104.0,3.0
5129,Kasavanhalli,4260.0,4.0,272.0,4.0
5130,Kasavanhalli,2111.0,4.0,120.0,3.0
5132,Kasavanhalli,950.0,2.0,39.0,2.0
5133,Kasavanhalli,1105.0,2.0,42.0,2.0
5138,Kasavanhalli,770.0,1.0,43.82,1.0
5139,Kasavanhalli,1147.0,2.0,60.0,2.0
5140,Kasavanhalli,1375.0,2.0,72.0,2.0
5142,Kasavanhalli,1200.0,2.0,60.0,2.0
5143,Kasavanhalli,4260.0,4.0,333.0,4.0
5144,Kasavanhalli,1495.0,2.0,83.0,2.0
5145,Kasavanhalli,5000.0,2,400.0,2.0
5146,Kasavanhalli,4000.0,4.0,325.0,4.0
5147,Kasavanhalli,1225.0,2.0,69.0,3.0
5148,Kasavanhalli,1917.0,3.0,132.0,3.0
5149,Kasavanhalli,1375.0,2.0,78.0,2.0
5150,Kasavanhalli,4408.0,4.0,344.0,4.0
5151,Kasavanhalli,1309.0,2.0,95.0,2.0
5152,Kasavanhalli,1476.0,3.0,105.0,3.0
5153,Kasavanhalli,1158.0,2.0,67.0,2.0
5154,Kasavanhalli,1214.0,2.0,67.0,2.0
5155,Kasavanhalli,2110.0,4.0,120.0,3.0
5156,Kasavanhalli,1495.0,2.0,110.0,2.0
5158,Kasavanhalli,1575.0,2.0,85.0,2.0
5159,Kasavanhalli,1069.0,2.0,55.0,2.0
5160,Kasavanhalli,1100.0,2.0,68.0,2.0
5161,Kasavanhalli,1715.0,3.0,112.0,3.0
5162,Kasavanhalli,1100.0,2.0,65.0,2.0
5163,Kasavanhalli,1230.0,2.0,66.25,2.0
5164,Kasavanhalli,1819.0,3.0,150.0,3.0
5165,Kasavanhalli,1189.0,2.0,45.0,2.0
5168,Kasavanhalli,1585.0,2.0,90.0,2.0
5169,Kasavanhalli,1245.0,2.0,80.0,2.0
5170,Kasavanhalli,2035.0,3.0,142.0,3.0
5171,Kasavanhalli,1747.0,3.0,110.0,3.0
5172,Kasavanhalli,1377.0,2.0,80.0,2.0
5173,Kasavanhalli,1181.0,2.0,61.0,2.0
5174,Kasavanhalli,1121.0,2.0,75.0,2.0
5175,Kasturi Nagar,1925.0,3.0,125.0,3.0
5176,Kasturi Nagar,1567.0,2.0,92.0,2.0
5179,Kasturi Nagar,1080.0,2.0,80.0,2.0
5180,Kasturi Nagar,1101.0,2.0,65.0,2.0
5182,Kasturi Nagar,1896.0,3.0,125.0,4.0
5183,Kasturi Nagar,1200.0,4.0,250.0,4.0
5184,Kasturi Nagar,1100.0,2.0,58.0,2.0
5185,Kasturi Nagar,1570.0,3.0,110.0,3.0
5186,Kasturi Nagar,1000.0,2.0,58.0,2.0
5187,Kasturi Nagar,1101.0,2.0,66.0,2.0
5188,Kasturi Nagar,2507.0,4.0,155.0,4.0
5189,Kathriguppe,1400.0,2.0,77.0,3.0
5190,Kathriguppe,1250.0,2.0,68.75,3.0
5191,Kathriguppe,1650.0,3.0,125.0,3.0
5192,Kathriguppe,1245.0,2.0,68.48,3.0
5193,Kathriguppe,1350.0,2.0,87.01,3.0
5194,Kathriguppe,1350.0,2.0,80.99,3.0
5195,Kathriguppe,1365.0,2.0,75.08,3.0
5196,Kathriguppe,1300.0,3.0,77.99,3.0
5197,Kathriguppe,1350.0,2.0,80.99,3.0
5198,Kathriguppe,1390.0,2.0,76.45,3.0
5199,Kathriguppe,1350.0,3.0,78.3,3.0
5200,Kathriguppe,1250.0,2.0,68.75,3.0
5201,Kathriguppe,1300.0,3.0,77.99,3.0
5202,Kathriguppe,1335.0,2.0,73.43,3.0
5203,Kathriguppe,1300.0,3.0,77.99,3.0
5204,Kathriguppe,1300.0,3.0,77.99,3.0
5205,Kathriguppe,1335.0,2.0,73.43,3.0
5206,Kathriguppe,1350.0,3.0,80.99,3.0
5207,Kathriguppe,1390.0,2.0,69.49,3.0
5208,Kathriguppe,1250.0,2.0,68.75,2.0
5209,Kathriguppe,1350.0,3.0,80.99,3.0
5210,Kaval Byrasandra,1200.0,2.0,52.0,2.0
5211,Kaval Byrasandra,1020.0,2.0,52.0,2.0
5212,Kaval Byrasandra,1200.0,2.0,49.5,2.0
5213,Kaval Byrasandra,945.0,2.0,50.0,2.0
5214,Kaval Byrasandra,1060.0,2.0,45.0,2.0
5215,Kaval Byrasandra,1100.0,2.0,46.0,2.0
5216,Kaval Byrasandra,1185.0,2.0,49.0,2.0
5217,Kaval Byrasandra,997.0,2.0,53.0,2.0
5218,Kaval Byrasandra,1060.0,2.0,42.0,2.0
5219,Kaval Byrasandra,480.0,1.0,25.0,1.0
5220,Kaval Byrasandra,1125.0,2.0,41.5,2.0
5221,Kaval Byrasandra,1180.0,2.0,60.0,2.0
5222,Kaval Byrasandra,1450.0,3.0,75.0,3.0
5223,Kaval Byrasandra,1066.0,2.0,55.0,2.0
5224,Kaval Byrasandra,1025.0,2.0,60.0,2.0
5226,Kaval Byrasandra,2700.0,3.0,200.0,3.0
5227,Kaval Byrasandra,1400.0,3.0,75.0,3.0
5228,Kenchenahalli,1015.0,2.0,58.0,2.0
5229,Kenchenahalli,715.0,1.0,45.0,1.0
5230,Kenchenahalli,1150.0,2.0,58.0,2.0
5231,Kenchenahalli,1280.0,2.0,69.0,3.0
5232,Kenchenahalli,1410.0,2.0,73.0,3.0
5233,Kenchenahalli,870.0,1.0,45.0,2.0
5234,Kenchenahalli,1150.0,2.0,60.0,2.0
5235,Kenchenahalli,700.0,1.0,35.0,1.0
5236,Kenchenahalli,1165.0,2.0,45.0,2.0
5237,Kenchenahalli,1060.0,2.0,52.0,2.0
5238,Kenchenahalli,1150.0,2.0,57.0,2.0
5239,Kenchenahalli,1720.0,3.0,100.0,3.0
5240,Kenchenahalli,1015.0,2.0,60.0,2.0
5241,Kengeri,600.0,1.0,15.0,1.0
5244,Kengeri,750.0,2.0,38.0,2.0
5246,Kengeri,340.0,1.0,10.0,1.0
5248,Kengeri,8000.0,5.0,500.0,5.0
5249,Kengeri,1200.0,2.0,58.0,2.0
5253,Kengeri,1025.0,2.0,57.0,2.0
5256,Kengeri,1082.0,2.0,49.0,3.0
5259,Kengeri,750.0,2.0,36.0,2.0
5262,Kengeri,726.0,2.0,35.0,2.0
5264,Kengeri,416.0,1.0,19.5,1.0
5265,Kengeri,900.0,2.0,45.0,2.0
5268,Kengeri,502.0,1.0,25.0,1.0
5270,Kengeri,1200.0,3.0,67.0,3.0
5272,Kengeri,500.0,1.0,17.0,1.0
5273,Kengeri,540.0,1.0,22.5,1.0
5274,Kengeri,750.0,2.0,35.5,2.0
5275,Kengeri,1741.0,3.0,80.0,3.0
5277,Kengeri,1200.0,2.0,58.0,2.0
5278,Kengeri,400.0,2.0,25.0,1.0
5280,Kengeri,1230.0,2.0,52.0,3.0
5281,Kengeri,750.0,2.0,36.5,2.0
5282,Kengeri,2540.0,4.0,160.0,4.0
5284,Kengeri,416.0,1.0,18.0,1.0
5286,Kengeri,883.0,2.0,49.0,2.0
5287,Kengeri,1052.0,2.0,51.0,2.0
5289,Kengeri,1220.0,2.0,63.0,2.0
5290,Kengeri,1150.0,1.0,52.0,1.0
5291,Kengeri,1192.0,2.0,53.5,2.0
5293,Kengeri,750.0,2.0,40.0,2.0
5294,Kengeri,600.0,1.0,35.0,1.0
5296,Kengeri,1035.0,2.0,51.5,2.0
5297,Kengeri,3000.0,5.0,130.0,8.0
5298,Kengeri,410.0,1.0,15.0,1.0
5299,Kengeri,400.0,1.0,25.0,1.0
5300,Kengeri,416.0,1.0,17.19,1.0
5303,Kengeri,2500.0,4.0,100.0,5.0
5304,Kengeri,550.0,1.0,16.75,1.0
5305,Kengeri Satellite Town,890.0,2.0,35.0,2.0
5306,Kengeri Satellite Town,883.0,2.0,45.0,2.0
5307,Kengeri Satellite Town,1415.0,2.0,66.0,3.0
5308,Kengeri Satellite Town,930.0,1.0,30.0,1.0
5309,Kengeri Satellite Town,1635.0,2.0,78.0,3.0
5310,Kengeri Satellite Town,1072.0,2.0,25.0,2.0
5311,Kengeri Satellite Town,1050.0,2.0,43.0,2.0
5312,Kengeri Satellite Town,1007.0,2.0,42.0,2.0
5313,Kengeri Satellite Town,1043.0,2.0,65.0,2.0
5315,Kengeri Satellite Town,635.0,1.0,22.0,2.0
5316,Kengeri Satellite Town,818.0,2.0,26.0,2.0
5317,Kengeri Satellite Town,1030.0,2.0,50.0,2.0
5318,Kengeri Satellite Town,1200.0,2.0,65.0,2.0
5319,Kengeri Satellite Town,795.0,2.0,32.0,2.0
5320,Kengeri Satellite Town,1930.0,2.0,44.285,2.0
5321,Kengeri Satellite Town,800.0,2.0,40.0,2.0
5322,Kengeri Satellite Town,654.0,1.0,22.0,1.0
5323,Kengeri Satellite Town,1060.0,2.0,42.0,2.0
5324,Kengeri Satellite Town,750.0,2.0,33.0,2.0
5325,Kengeri Satellite Town,920.0,2.0,39.0,2.0
5326,Kengeri Satellite Town,985.0,2.0,42.0,2.0
5327,Kengeri Satellite Town,2480.0,2.0,160.0,2.0
5328,Kengeri Satellite Town,410.0,1.0,15.0,1.0
5329,Kengeri Satellite Town,1120.0,2.0,49.0,2.0
5331,Kengeri Satellite Town,1110.0,2.0,43.0,2.0
5332,Kengeri Satellite Town,1170.0,2.0,50.0,2.0
5333,Kengeri Satellite Town,777.4,2.0,25.0,2.0
5334,Kengeri Satellite Town,1025.0,2.0,28.57,2.0
5336,Kengeri Satellite Town,800.0,2.0,32.0,2.0
5337,Kereguddadahalli,950.0,2.0,32.0,2.0
5338,Kereguddadahalli,1400.0,2.0,48.0,3.0
5339,Kereguddadahalli,800.0,2.0,28.0,2.0
5340,Kereguddadahalli,904.0,2.0,30.0,2.0
5342,Kereguddadahalli,1000.0,2.0,30.0,2.0
5343,Kereguddadahalli,1240.0,3.0,41.0,3.0
5344,Kereguddadahalli,600.0,1.0,19.5,1.0
5345,Kereguddadahalli,1080.0,2.0,32.0,2.0
5346,Kereguddadahalli,1000.0,2.0,34.0,2.0
5349,Kereguddadahalli,1015.0,2.0,35.0,2.0
5350,Kodichikkanahalli,1190.0,2.0,57.0,3.0
5351,Kodichikkanahalli,995.0,2.0,41.0,2.0
5352,Kodichikkanahalli,650.0,1.0,38.0,1.0
5353,Kodichikkanahalli,2700.0,7.0,125.0,5.0
5354,Kodichikkanahalli,1495.0,2.0,75.0,3.0
5355,Kodichikkanahalli,3250.0,4.0,180.0,4.0
5356,Kodichikkanahalli,1125.0,2.0,52.0,2.0
5357,Kodichikkanahalli,1150.0,2.0,48.0,2.0
5358,Kodichikkanahalli,1070.0,2.0,43.0,2.0
5359,Kodichikkanahalli,1620.0,2.0,85.0,3.0
5361,Kodichikkanahalli,1026.0,2.0,45.0,2.0
5362,Kodichikkanahalli,2500.0,7.0,125.0,5.0
5363,Kodichikkanahalli,450.0,1.0,18.0,1.0
5364,Kodichikkanahalli,907.0,2.0,38.5,2.0
5365,Kodichikkanahalli,1181.0,2.0,57.0,2.0
5366,Kodichikkanahalli,900.0,2.0,42.0,2.0
5368,Kodichikkanahalli,1680.0,2.0,59.0,2.0
5369,Kodichikkanahalli,1400.0,3.0,66.0,3.0
5370,Kodichikkanahalli,976.0,2.0,50.0,2.0
5371,Kodichikkanahalli,2700.0,4.0,125.0,5.0
5372,Kodichikkanahalli,1299.0,2.0,58.0,2.0
5373,Kodichikkanahalli,900.0,2.0,35.0,2.0
5374,Kodigehaali,1166.0,2.0,55.0,2.0
5375,Kodigehaali,1320.0,3.0,65.0,3.0
5376,Kodigehaali,1117.0,2.0,56.0,2.0
5377,Kodigehaali,1200.0,2.0,55.0,2.0
5378,Kodigehaali,1200.0,2.0,60.0,2.0
5379,Kodigehaali,2120.0,3.0,177.0,3.0
5380,Kodigehaali,1013.0,2.0,51.0,2.0
